stateabb,ccode,year,irst,milex,milper,energy,tpop,upop,cinc,version
SAL,92,1895,0,-9,4,0,754,0,0.0003048,3.02
SAL,92,1896,0,283,4,0,765,0,0.0004619,3.02
SAL,92,1897,0,-9,3,0,779,0,0.000263,3.02
SAL,92,1898,0,-9,3,0,786,0,0.0002538,3.02
SAL,92,1899,0,-9,3,0,792,0,0.00026,3.02
SAL,92,1900,0,153,4,0,800,0,0.0003061,3.02
SAL,92,1901,0,163,3,0,820,0,0.000286,3.02
SAL,92,1902,0,180,3,0,840,0,0.0002971,3.02
SAL,92,1903,0,140,4,0,860,0,0.0003116,3.02
SAL,92,1904,0,154,3,0,870,0,0.0002814,3.02
SAL,92,1905,0,177,3,0,890,0,0.0002574,3.02
SAL,92,1906,0,191,3,0,910,0,0.000293,3.02
SAL,92,1907,0,200,3,0,930,0,0.0003068,3.02
SAL,92,1908,0,-9,3,0,950,0,0.0002611,3.02
SAL,92,1909,0,255,3,0,970,0,0.0003189,3.02
SAL,92,1910,0,243,3,0,990,0,0.0003142,3.02
SAL,92,1911,0,242,3,0,1000,0,0.0003047,3.02
SAL,92,1912,0,281,3,0,1020,0,0.0003188,3.02
SAL,92,1913,0,262,3,0,1040,0,0.0002899,3.02
SAL,92,1914,0,1655,3,0,1060,0,0.0002531,3.02
SAL,92,1915,0,-9,3,0,1070,0,0.0001945,3.02
SAL,92,1916,0,-9,3,0,1100,0,0.0001989,3.02
SAL,92,1917,0,-9,3,0,1110,0,0.0001974,3.02
SAL,92,1918,0,-9,3,0,1130,0,0.0002004,3.02
SAL,92,1919,0,-9,3,0,1150,0,0.0002366,3.02
SAL,92,1920,0,1529,3,0,1170,0,0.0002395,3.02
SAL,92,1921,0,169,4,0,1190,0,0.0002194,3.02
SAL,92,1922,0,167,4,0,1220,0,0.0002345,3.02
SAL,92,1923,0,137,4,0,1240,0,0.0002508,3.02
SAL,92,1924,0,135,4,0,1270,0,0.0002762,3.02
SAL,92,1925,0,165,3,0,1300,0,0.0002527,3.02
SAL,92,1926,0,170,3,0,1330,0,0.0002546,3.02
SAL,92,1927,0,199,3,0,1350,0,0.0002568,3.02
SAL,92,1928,0,255,3,0,1390,0,0.0002606,3.02
SAL,92,1929,0,219,3,0,1410,0,0.0002604,3.02
SAL,92,1930,0,156,3,0,1440,0,0.0002599,3.02
SAL,92,1931,0,158,3,0,1460,0,0.0002607,3.02
SAL,92,1932,0,126,3,0,1470,0,0.0002592,3.02
SAL,92,1933,0,115,3,0,1490,0,0.0002532,3.02
SAL,92,1934,0,972,3,0,1510,0,0.0002662,3.02
SAL,92,1935,0,1640,3,0,1530,0,0.0002558,3.02
SAL,92,1936,0,1476,2,0,1550,0,0.0002359,3.02
SAL,92,1937,0,1360,2,0,1570,0,0.0002287,3.02
SAL,92,1938,0,1440,3,0,1590,0,0.0002477,3.02
SAL,92,1939,0,1480,3,0,1610,0,0.000226,3.02
SAL,92,1940,0,-9,-9,0,1630,0,0.000267,3.02
SAL,92,1941,0,-9,-9,0,1650,0,0.0002767,3.02
SAL,92,1942,0,1465,-9,0,1680,0,0.0002304,3.02
SAL,92,1943,0,1350,-9,0,1690,0,0.00023,3.02
SAL,92,1944,0,1462,-9,0,1720,0,0.0002239,3.02
SAL,92,1945,0,1801,-9,0,1740,0,0.000218,3.02
SAL,92,1946,0,1516,3,0,1760,106,0.0003208,3.02
SAL,92,1947,0,1802,3,0,1780,116,0.0002805,3.02
SAL,92,1948,0,2362,3,0,1811,126,0.0002847,3.02
SAL,92,1949,0,2801,3,0,1835,137,0.0002748,3.02
SAL,92,1950,0,3944,3,8,1859,149,0.0002811,3.02
SAL,92,1951,0,4741,3,9,1912,162,0.000282,3.02
SAL,92,1952,0,5080,3,11,1965,171,0.0002698,3.02
SAL,92,1953,0,6154,3,15,2020,177,0.000272,3.02
SAL,92,1954,0,5800,3,16,2077,184,0.0002696,3.02
SAL,92,1955,0,6560,7,18,2135,191,0.0002958,3.02
SAL,92,1956,0,6960,7,20,2195,195,0.0002968,3.02
SAL,92,1957,0,7680,7,23,2257,204,0.0002998,3.02
SAL,92,1958,0,7600,7,26,2321,213,0.0003013,3.02
SAL,92,1959,0,6240,7,29,2386,222,0.0002999,3.02
SAL,92,1960,0,6120,7,31,2578,231,0.0003002,3.02
SAL,92,1961,0,6200,6,34,2526,241,0.000286,3.02
SAL,92,1962,0,8680,6,37,2627,251,0.0002864,3.02
SAL,92,1963,0,8520,3,42,2721,261,0.0002614,3.02
SAL,92,1964,0,8000,4,47,2824,273,0.000271,3.02
SAL,92,1965,0,9040,4,51,2928,284,0.0002766,3.02
SAL,92,1966,0,9200,4,59,3037,470,0.0003261,3.02
SAL,92,1967,3,9480,4,64,3151,535,0.0003422,3.02
SAL,92,1968,3,9240,4,827,3266,608,0.0003773,3.02
SAL,92,1969,3,10480,4,592,3390,625,0.000373,3.02
SAL,92,1970,8,9960,4,1313,3534,642,0.0003872,3.02
SAL,92,1971,9,11960,6,1783,3647,660,0.0004169,3.02
SAL,92,1972,6,12520,8,1862,3668,679,0.0004204,3.02
SAL,92,1973,10,25060,8,2117,3771,698,0.0004307,3.02
SAL,92,1974,10,26040,8,2224,3887,717,0.0004281,3.02
SAL,92,1975,10,27880,8,2275,4005,737,0.0004295,3.02
SAL,92,1976,10,37920,8,2406,4122,758,0.0004337,3.02
SAL,92,1977,62,50000,8,2492,4255,779,0.0004523,3.02
SAL,92,1978,64,58800,11,2527,4353,800,0.0004702,3.02
SAL,92,1979,0,68000,14,2510,4435,823,0.0004717,3.02
SAL,92,1980,0,72000,16,2420,4508,846,0.0004797,3.02
SAL,92,1981,0,116000,23,2269,4587,869,0.0005269,3.02
SAL,92,1982,0,139000,28,2259,4662,893,0.0005596,3.02
SAL,92,1983,0,158000,32,2386,4724,918,0.0005873,3.02
SAL,92,1984,0,205000,45,2842,4780,944,0.0006718,3.02
SAL,92,1985,0,252000,48,3305,4856,970,0.0007069,3.02
SAL,92,1986,0,160000,48,3063,4948,989,0.0006745,3.02
SAL,92,1987,0,208180,49,3123,5054,1009,0.0006867,3.02
SAL,92,1988,0,237000,45,3035,5090,1124,0.0006713,3.02
SAL,92,1989,0,139230,45,3074,5193,1253,0.0006769,3.02
SAL,92,1990,16,143830,55,1978,5031,1338,0.000716,3.02
SAL,92,1991,19,141870,60,2248,5351,1430,0.0008076,3.02
SAL,92,1992,28,175000,49,2337,5477,1527,0.0007762,3.02
SAL,92,1993,37,100000,49,2808,5393,1607,0.0007794,3.02
SAL,92,1994,24,132000,30,2709,5528,1690,0.0006583,3.02
SAL,92,1995,28,145000,22,2591,5662,1778,0.0006115,3.02
SAL,92,1996,41,149000,22,2661,5796,1871,0.0006243,3.02
SAL,92,1997,45,176000,15,2895,5928,1968,0.0005921,3.02
SAL,92,1998,43,163000,15,3389,6032,2071,0.0006084,3.02
SAL,92,1999,31,171000,15,3392,6154,2220,0.000618,3.02
SAL,92,2000,41,168000,17,3395,6276,2298,0.0006385,3.02
SAL,92,2001,39,165000,17,3399,6277,2397,0.0006479,3.02
NIC,93,1900,0,114,2,0,421,0,0.0001728,3.02
NIC,93,1901,0,98,2,0,433,0,0.0001684,3.02
NIC,93,1902,0,-9,2,0,451,0,0.0001495,3.02
NIC,93,1903,0,140,2,0,464,0,0.0001956,3.02
NIC,93,1904,0,-9,2,0,480,0,0.0001542,3.02
NIC,93,1905,0,-9,2,0,492,0,0.0001427,3.02
NIC,93,1906,0,-9,4,0,505,0,0.0002227,3.02
NIC,93,1907,0,-9,4,0,515,0,0.000225,3.02
NIC,93,1908,0,-9,4,0,523,0,0.0002199,3.02
NIC,93,1909,0,-9,4,0,532,0,0.0002166,3.02
NIC,93,1910,0,-9,4,0,540,0,0.000217,3.02
NIC,93,1911,0,-9,4,0,551,0,0.0002164,3.02
NIC,93,1912,0,-9,4,0,560,0,0.0002224,3.02
NIC,93,1913,0,-9,4,0,570,0,0.0002111,3.02
NIC,93,1914,0,-9,4,0,580,0,0.0002087,3.02
NIC,93,1915,0,-9,4,0,591,0,0.0001233,3.02
NIC,93,1916,0,-9,2,0,602,0,0.0001113,3.02
NIC,93,1917,0,-9,2,0,610,0,0.0001107,3.02
NIC,93,1918,0,-9,2,0,621,0,0.0001125,3.02
NIC,93,1919,0,-9,2,0,630,0,0.0001353,3.02
NIC,93,1920,0,-9,1,0,638,0,0.0001185,3.02
NIC,93,1921,0,-9,2,0,644,0,0.0001362,3.02
NIC,93,1922,0,43,2,0,650,0,0.0001211,3.02
NIC,93,1923,0,-9,3,0,655,0,0.000179,3.02
NIC,93,1924,0,-9,3,0,660,0,0.0001983,3.02
NIC,93,1925,0,131,3,0,664,0,0.0001711,3.02
NIC,93,1926,0,132,3,0,668,0,0.0001707,3.02
NIC,93,1927,0,84,3,0,670,0,0.0001692,3.02
NIC,93,1928,0,78,3,0,674,0,0.0001681,3.02
NIC,93,1929,0,141,3,0,680,0,0.0001702,3.02
NIC,93,1930,0,130,3,0,684,0,0.000169,3.02
NIC,93,1931,0,90,3,0,690,0,0.000168,3.02
NIC,93,1932,0,96,2,0,693,0,0.0001397,3.02
NIC,93,1933,0,63,3,0,697,0,0.0001599,3.02
NIC,93,1934,0,93,2,0,711,0,0.0001323,3.02
NIC,93,1935,0,86,2,0,728,0,0.0001228,3.02
NIC,93,1936,0,83,2,0,746,0,0.0001243,3.02
NIC,93,1937,0,45,3,0,765,0,0.0001425,3.02
NIC,93,1938,0,-9,2,0,785,0,0.0001527,3.02
NIC,93,1939,0,-9,4,0,806,0,0.0001752,3.02
NIC,93,1940,0,-9,-9,0,825,0,0.0001351,3.02
NIC,93,1941,0,-9,-9,0,844,0,0.0001415,3.02
NIC,93,1942,0,-9,-9,0,863,0,0.000146,3.02
NIC,93,1943,0,-9,-9,0,880,0,0.0001485,3.02
NIC,93,1944,0,909,-9,0,900,0,0.0001173,3.02
NIC,93,1945,0,-9,-9,0,923,0,0.0001428,3.02
NIC,93,1946,0,-9,3,0,949,0,0.000165,3.02
NIC,93,1947,0,-9,3,0,977,0,0.0001427,3.02
NIC,93,1948,0,-9,3,9,1001,0,0.000143,3.02
NIC,93,1949,0,-9,3,10,1028,103,0.0002156,3.02
NIC,93,1950,0,-9,3,10,1052,109,0.0002147,3.02
NIC,93,1951,0,-9,3,10,1083,114,0.000214,3.02
NIC,93,1952,0,-9,3,11,1116,120,0.0002052,3.02
NIC,93,1953,0,-9,3,12,1149,127,0.0002076,3.02
NIC,93,1954,0,-9,3,13,1183,133,0.0002064,3.02
NIC,93,1955,0,-9,3,14,1218,141,0.0002033,3.02
NIC,93,1956,0,-9,3,15,1255,156,0.0002097,3.02
NIC,93,1957,0,7037,4,16,1292,164,0.0001961,3.02
NIC,93,1958,0,5782,4,18,1330,173,0.0001955,3.02
NIC,93,1959,0,6194,5,20,1370,191,0.000209,3.02
NIC,93,1960,0,6700,5,23,1411,201,0.0002062,3.02
NIC,93,1961,0,6979,5,24,1453,211,0.0002076,3.02
NIC,93,1962,0,7546,5,26,1496,223,0.0002058,3.02
NIC,93,1963,0,7801,5,31,1541,234,0.0002051,3.02
NIC,93,1964,0,7546,6,35,1579,247,0.0002132,3.02
NIC,93,1965,0,8113,6,38,1619,262,0.0002183,3.02
NIC,93,1966,0,9348,6,45,1660,274,0.0002157,3.02
NIC,93,1967,0,10270,6,51,1701,299,0.0002192,3.02
NIC,93,1968,0,10057,6,580,1744,320,0.0002341,3.02
NIC,93,1969,0,10241,6,596,1788,344,0.000237,3.02
NIC,93,1970,0,12170,6,1316,2053,367,0.0002636,3.02
NIC,93,1971,0,12400,6,1378,1889,398,0.0002616,3.02
NIC,93,1972,0,16142,6,1411,1955,435,0.0002663,3.02
NIC,93,1973,0,15286,6,1563,2015,465,0.0002704,3.02
NIC,93,1974,0,21959,6,1592,2087,494,0.0002745,3.02
NIC,93,1975,0,27185,5,1733,2408,527,0.0002871,3.02
NIC,93,1976,0,37290,5,2048,2244,550,0.0002872,3.02
NIC,93,1977,0,41275,6,2004,2325,573,0.0002948,3.02
NIC,93,1978,0,43000,6,1898,2410,594,0.0002924,3.02
NIC,93,1979,0,42000,6,1647,2644,608,0.0002912,3.02
NIC,93,1980,0,62000,24,1792,2771,630,0.0004125,3.02
NIC,93,1981,0,192000,39,1961,2871,653,0.0005369,3.02
NIC,93,1982,0,249000,41,1977,2957,676,0.0005599,3.02
NIC,93,1983,0,348000,46,1881,3058,700,0.0006093,3.02
NIC,93,1984,0,625000,67,1774,3163,726,0.0007791,3.02
NIC,93,1985,0,702000,74,1840,3272,747,0.000845,3.02
NIC,93,1986,0,436090,75,1867,3384,768,0.0007824,3.02
NIC,93,1987,0,189000,80,1900,3501,791,0.0007642,3.02
NIC,93,1988,0,142000,74,1932,3622,813,0.0007151,3.02
NIC,93,1989,0,-9,65,1955,3745,837,0.0007716,3.02
NIC,93,1990,0,318000,28,2126,3871,866,0.0004924,3.02
NIC,93,1991,0,225000,20,2177,3999,896,0.0004482,3.02
NIC,93,1992,0,214500,15,2250,4131,926,0.0004282,3.02
NIC,93,1993,0,210000,15,2152,4265,958,0.0004333,3.02
NIC,93,1994,0,35000,14,2250,4401,991,0.0003921,3.02
NIC,93,1995,0,39000,14,2173,4539,1024,0.0003958,3.02
NIC,93,1996,0,37000,14,2383,4238,1058,0.0003892,3.02
NIC,93,1997,0,36000,14,2169,4351,1093,0.0003917,3.02
NIC,93,1998,0,30000,14,2427,4807,1130,0.0004107,3.02
NIC,93,1999,0,25000,12,2428,4938,1167,0.0003964,3.02
NIC,93,2000,0,24000,16,2429,5074,1205,0.0004303,3.02
NIC,93,2001,0,27000,16,2430,5077,1245,0.0004384,3.02
COS,94,1920,0,743,1,0,420,0,0.00009,3.02
COS,94,1921,0,-9,1,0,430,0,0.0000851,3.02
COS,94,1922,0,413,1,0,430,0,0.0000868,3.02
COS,94,1923,0,397,1,0,440,0,0.000092,3.02
COS,94,1924,0,521,1,5,450,0,0.0001087,3.02
COS,94,1925,0,590,1,11,460,0,0.0001083,3.02
COS,94,1926,0,656,-9,13,470,0,0.0001004,3.02
COS,94,1927,0,650,0,12,470,0,0.0000794,3.02
COS,94,1928,0,675,0,12,480,0,0.0000794,3.02
COS,94,1929,0,675,0,10,490,0,0.0000783,3.02
COS,94,1930,0,675,0,8,500,0,0.0000768,3.02
COS,94,1931,0,650,0,7,510,0,0.000077,3.02
COS,94,1932,0,632,0,7,520,0,0.0000819,3.02
COS,94,1933,0,533,0,7,530,0,0.0000779,3.02
COS,94,1934,0,650,0,8,540,0,0.0000759,3.02
COS,94,1935,0,600,0,10,550,0,0.000072,3.02
COS,94,1936,0,437,0,10,560,0,0.0000705,3.02
COS,94,1937,0,493,0,12,580,0,0.0000714,3.02
COS,94,1938,0,456,0,16,590,0,0.0000699,3.02
COS,94,1939,0,498,0,17,610,0,0.0000701,3.02
COS,94,1940,0,-9,-9,17,620,0,0.0001036,3.02
COS,94,1941,0,-9,-9,15,630,0,0.0001075,3.02
COS,94,1942,0,953,-9,15,650,0,0.0000914,3.02
COS,94,1943,0,1239,1,15,660,0,0.0000812,3.02
COS,94,1944,0,1517,1,16,680,0,0.0000796,3.02
COS,94,1945,0,1368,1,16,700,0,0.0000783,3.02
COS,94,1946,0,1174,1,18,710,0,0.0000937,3.02
COS,94,1947,0,1411,1,19,730,0,0.0000816,3.02
COS,94,1948,0,3051,1,19,750,0,0.000089,3.02
COS,94,1949,0,1340,0,17,770,0,0.0000669,3.02
COS,94,1950,0,1199,0,22,800,0,0.0000683,3.02
COS,94,1951,0,1693,0,23,830,0,0.0000691,3.02
COS,94,1952,0,1728,0,25,920,0,0.0000716,3.02
COS,94,1953,0,1746,0,27,954,0,0.0000726,3.02
COS,94,1954,0,1975,0,30,989,0,0.0000733,3.02
COS,94,1955,0,2046,0,33,1028,0,0.0000732,3.02
COS,94,1956,0,2116,0,40,1069,100,0.0001187,3.02
COS,94,1957,0,2399,0,43,1110,102,0.0001191,3.02
COS,94,1958,0,2328,0,45,1153,102,0.0001178,3.02
COS,94,1959,0,2346,0,48,1200,102,0.0001173,3.02
COS,94,1960,0,2399,0,54,1254,101,0.0001138,3.02
COS,94,1961,0,2381,0,57,1298,101,0.0001126,3.02
COS,94,1962,0,2120,0,60,1343,100,0.0001103,3.02
COS,94,1963,0,2165,2,64,1391,100,0.0001259,3.02
COS,94,1964,0,2105,2,70,1439,174,0.0001478,3.02
COS,94,1965,0,2331,2,81,1490,178,0.0001497,3.02
COS,94,1966,0,2556,2,86,1541,183,0.000149,3.02
COS,94,1967,0,2632,2,93,1590,189,0.0001493,3.02
COS,94,1968,0,3609,2,534,1634,196,0.0001617,3.02
COS,94,1969,0,3985,2,563,1685,203,0.0001628,3.02
COS,94,1970,0,4135,2,1979,1727,206,0.000191,3.02
COS,94,1971,0,6023,2,2191,1798,209,0.0001978,3.02
COS,94,1972,0,6384,2,2257,1843,212,0.0001944,3.02
COS,94,1973,0,8033,2,2213,1873,215,0.0001902,3.02
COS,94,1974,0,10802,2,2166,1922,220,0.000189,3.02
COS,94,1975,0,12736,2,1974,1968,226,0.0001856,3.02
COS,94,1976,0,16103,3,1950,2009,231,0.0001899,3.02
COS,94,1977,0,18436,5,1397,2066,237,0.0001928,3.02
COS,94,1978,0,22054,5,1541,2115,243,0.0001945,3.02
COS,94,1979,0,21004,6,1531,2166,249,0.0001984,3.02
COS,94,1980,0,24737,6,1658,2245,255,0.0002019,3.02
COS,94,1981,0,21304,6,1646,2271,262,0.0001994,3.02
COS,94,1982,0,22993,6,1598,2424,268,0.0002025,3.02
COS,94,1983,0,28009,7,1458,2496,275,0.0002076,3.02
COS,94,1984,0,20111,8,1501,2569,298,0.0002133,3.02
COS,94,1985,0,29300,8,1813,2642,322,0.000223,3.02
COS,94,1986,0,30900,8,1976,2716,349,0.0002277,3.02
COS,94,1987,0,25000,8,2173,2781,377,0.0002313,3.02
COS,94,1988,0,21000,8,2107,2851,408,0.0002315,3.02
COS,94,1989,0,57000,8,2050,2922,442,0.0002438,3.02
COS,94,1990,0,62670,8,1797,2805,478,0.0002352,3.02
COS,94,1991,0,55310,8,1735,2871,518,0.0002452,3.02
COS,94,1992,0,60700,8,2005,2938,560,0.0002593,3.02
COS,94,1993,0,95500,8,1375,3005,606,0.0002647,3.02
COS,94,1994,0,25000,8,1427,3266,656,0.0002605,3.02
COS,94,1995,0,48000,8,1698,3333,710,0.0002743,3.02
COS,94,1996,0,53000,8,1376,3398,722,0.000271,3.02
COS,94,1997,0,59000,10,3426,3464,737,0.0003182,3.02
COS,94,1998,0,70000,10,3640,3841,752,0.0003357,3.02
COS,94,1999,0,69000,10,3657,3933,778,0.0003371,3.02
COS,94,2000,0,83000,-9,3673,4023,801,0.0003179,3.02
COS,94,2001,0,76000,-9,3690,4025,824,0.0003151,3.02
PAN,95,1920,0,-9,0,0,450,0,0.0000711,3.02
PAN,95,1921,0,-9,0,0,450,0,0.0000705,3.02
PAN,95,1922,0,-9,0,0,450,0,0.0000701,3.02
PAN,95,1923,0,32,0,0,453,0,0.0000594,3.02
PAN,95,1924,0,32,0,0,455,0,0.0000595,3.02
PAN,95,1925,0,35,0,0,457,0,0.000059,3.02
PAN,95,1926,0,35,0,0,459,0,0.0000585,3.02
PAN,95,1927,0,45,0,0,462,0,0.0000585,3.02
PAN,95,1928,0,-9,0,0,464,0,0.000068,3.02
PAN,95,1929,0,-9,0,0,466,0,0.0000675,3.02
PAN,95,1930,0,34,0,0,467,0,0.0000566,3.02
PAN,95,1931,0,43,0,0,486,0,0.0000585,3.02
PAN,95,1932,0,43,0,0,501,0,0.0000599,3.02
PAN,95,1933,0,42,0,0,516,0,0.000061,3.02
PAN,95,1934,0,42,0,0,531,0,0.0000617,3.02
PAN,95,1935,0,42,0,0,546,0,0.0000625,3.02
PAN,95,1936,0,42,0,0,561,0,0.0000637,3.02
PAN,95,1937,0,45,0,0,575,0,0.0000644,3.02
PAN,95,1938,0,45,0,0,590,0,0.0000652,3.02
PAN,95,1939,0,43,0,0,605,0,0.0000658,3.02
PAN,95,1940,0,43,0,0,620,0,0.0000678,3.02
PAN,95,1941,0,-9,0,0,636,0,0.0000853,3.02
PAN,95,1942,0,-9,0,0,651,0,0.0000881,3.02
PAN,95,1943,0,4140,0,0,669,0,0.0000797,3.02
PAN,95,1944,0,-9,0,0,685,0,0.0000886,3.02
PAN,95,1945,0,-9,0,7,703,0,0.0000877,3.02
PAN,95,1946,0,-9,0,8,721,0,0.0000976,3.02
PAN,95,1947,0,-9,0,8,739,0,0.0000777,3.02
PAN,95,1948,0,-9,0,9,767,0,0.0000781,3.02
PAN,95,1949,0,-9,0,9,788,0,0.0000755,3.02
PAN,95,1950,0,-9,0,12,795,103,0.0001521,3.02
PAN,95,1951,0,-9,0,13,818,128,0.0001693,3.02
PAN,95,1952,0,-9,0,14,842,131,0.0001602,3.02
PAN,95,1953,0,-9,0,15,867,194,0.0001978,3.02
PAN,95,1954,0,-9,0,16,892,200,0.0001952,3.02
PAN,95,1955,0,-9,0,17,919,207,0.0001885,3.02
PAN,95,1956,0,-9,0,19,946,214,0.0001881,3.02
PAN,95,1957,0,-9,0,22,973,226,0.0001902,3.02
PAN,95,1958,0,-9,0,24,1002,235,0.0001891,3.02
PAN,95,1959,0,-9,0,27,1031,250,0.0001913,3.02
PAN,95,1960,0,500,0,28,1126,269,0.0001632,3.02
PAN,95,1961,0,1000,0,32,1159,282,0.0001643,3.02
PAN,95,1962,0,600,0,40,1194,295,0.0001633,3.02
PAN,95,1963,0,500,3,43,1229,308,0.0001878,3.02
PAN,95,1964,0,600,3,52,1265,319,0.0001884,3.02
PAN,95,1965,0,600,4,63,1303,325,0.0001974,3.02
PAN,95,1966,0,500,4,64,1341,331,0.0001937,3.02
PAN,95,1967,0,800,4,72,1381,339,0.0001929,3.02
PAN,95,1968,0,900,5,4191,1421,345,0.0003095,3.02
PAN,95,1969,0,1300,5,5201,1463,389,0.0003382,3.02
PAN,95,1970,0,1600,5,5699,1506,389,0.0003285,3.02
PAN,95,1971,0,1390,7,6296,1547,390,0.0003493,3.02
PAN,95,1972,0,9300,7,6350,1590,391,0.0003445,3.02
PAN,95,1973,0,10700,7,6026,1633,392,0.0003286,3.02
PAN,95,1974,0,13000,8,5719,1677,393,0.000324,3.02
PAN,95,1975,0,14700,8,6188,1723,417,0.0003372,3.02
PAN,95,1976,0,15300,8,4671,1764,434,0.0003033,3.02
PAN,95,1977,0,15000,8,4721,1807,463,0.0003047,3.02
PAN,95,1978,0,17000,8,4105,1850,489,0.0002929,3.02
PAN,95,1979,0,15000,8,3753,1894,609,0.0003024,3.02
PAN,95,1980,0,24244,8,3485,1950,545,0.0002854,3.02
PAN,95,1981,0,42117,9,3189,1991,569,0.0002917,3.02
PAN,95,1982,0,59022,10,3337,2034,587,0.000304,3.02
PAN,95,1983,0,67107,10,3208,2078,610,0.000303,3.02
PAN,95,1984,0,88009,11,2872,2122,624,0.0003029,3.02
PAN,95,1985,0,96469,12,2295,2167,643,0.0003013,3.02
PAN,95,1986,0,96500,12,1996,2212,655,0.0002924,3.02
PAN,95,1987,0,104600,12,2647,2257,665,0.0003003,3.02
PAN,95,1988,0,101000,11,2035,2303,673,0.000281,3.02
PAN,95,1989,0,141000,14,1947,2350,686,0.0003107,3.02
PAN,95,1990,0,125000,11,2344,2398,697,0.0002889,3.02
PAN,95,1991,0,75000,12,2303,2443,703,0.0002939,3.02
PAN,95,1992,0,75000,11,3341,2488,709,0.0003072,3.02
PAN,95,1993,0,95000,11,3054,2535,716,0.0003086,3.02
PAN,95,1994,0,96000,11,2277,2583,728,0.0002967,3.02
PAN,95,1995,0,107000,12,1821,2631,743,0.0003001,3.02
PAN,95,1996,0,112000,12,3583,2674,758,0.000324,3.02
PAN,95,1997,0,114000,12,2628,2719,772,0.0003159,3.02
PAN,95,1998,0,122000,13,2975,2767,787,0.0003338,3.02
PAN,95,1999,0,128000,13,2983,2812,830,0.0003372,3.02
PAN,95,2000,0,130000,-9,2992,2856,876,0.0002888,3.02
PAN,95,2001,0,132000,-9,3000,2856,893,0.000287,3.02
COL,100,1831,0,-9,3,0,1565,0,0.0013725,3.02
COL,100,1832,0,-9,3,0,1595,0,0.0014049,3.02
COL,100,1833,0,-9,3,0,1625,0,0.0014099,3.02
COL,100,1834,0,-9,3,0,1655,0,0.0014364,3.02
COL,100,1835,0,-9,3,0,1686,0,0.001459,3.02
COL,100,1836,0,-9,3,0,1717,0,0.0014244,3.02
COL,100,1837,0,-9,3,0,1750,0,0.0014815,3.02
COL,100,1838,0,-9,3,0,1782,0,0.0014759,3.02
COL,100,1839,0,-9,6,0,1816,0,0.0017244,3.02
COL,100,1840,0,-9,20,0,1849,0,0.0028975,3.02
COL,100,1841,0,-9,25,0,1884,0,0.0032611,3.02
COL,100,1842,0,-9,6,0,1919,0,0.0016999,3.02
COL,100,1843,0,599,5,0,1955,0,0.0028784,3.02
COL,100,1844,0,-9,4,0,2002,0,0.0015642,3.02
COL,100,1845,0,-9,4,0,2050,0,0.0016082,3.02
COL,100,1846,0,-9,4,0,2081,0,0.001595,3.02
COL,100,1847,0,-9,4,0,2112,0,0.0015927,3.02
COL,100,1848,0,-9,4,0,2144,0,0.0015977,3.02
COL,100,1849,0,-9,4,0,2177,0,0.0015814,3.02
COL,100,1850,0,-9,4,0,2210,0,0.0015776,3.02
COL,100,1851,0,-9,4,0,2243,0,0.0016148,3.02
COL,100,1852,0,-9,2,0,2274,0,0.0014551,3.02
COL,100,1853,0,-9,2,0,2305,0,0.0014565,3.02
COL,100,1854,0,-9,2,0,2337,0,0.0014504,3.02
COL,100,1855,0,-9,2,0,2370,0,0.0014108,3.02
COL,100,1856,0,-9,2,0,2402,0,0.0014066,3.02
COL,100,1857,0,-9,1,0,2435,0,0.001385,3.02
COL,100,1858,0,-9,1,0,2469,0,0.0013954,3.02
COL,100,1859,0,-9,1,0,2503,0,0.0013976,3.02
COL,100,1860,0,-9,1,0,2538,0,0.0006753,3.02
COL,100,1861,0,-9,1,0,2573,0,0.0006888,3.02
COL,100,1862,0,-9,1,0,2608,0,0.0007045,3.02
COL,100,1863,0,-9,4,0,2644,0,0.0008254,3.02
COL,100,1864,0,-9,2,0,2681,0,0.0007532,3.02
COL,100,1865,0,71,2,0,2718,0,0.0007228,3.02
COL,100,1866,0,56,2,0,2755,0,0.000722,3.02
COL,100,1867,0,138,2,0,2793,0,0.0008171,3.02
COL,100,1868,0,50,2,0,2832,0,0.0007338,3.02
COL,100,1869,0,167,2,0,2871,0,0.0008859,3.02
COL,100,1870,0,78,2,0,2911,0,0.0007538,3.02
COL,100,1871,0,77,2,0,2951,0,0.0007424,3.02
COL,100,1872,0,130,2,0,2979,0,0.0008461,3.02
COL,100,1873,0,184,2,0,3008,0,0.0008941,3.02
COL,100,1874,0,110,2,0,3037,0,0.0008127,3.02
COL,100,1875,0,57,1,0,3066,0,0.0007146,3.02
COL,100,1876,0,82,3,0,3095,0,0.0008003,3.02
COL,100,1877,0,228,2,0,3125,0,0.0008748,3.02
COL,100,1878,0,227,3,0,3154,0,0.0009055,3.02
COL,100,1879,0,196,3,0,3185,0,0.0009261,3.02
COL,100,1880,0,204,2,0,3215,0,0.0008984,3.02
COL,100,1881,0,194,3,0,3246,0,0.0009105,3.02
COL,100,1882,0,435,3,0,3277,0,0.0011244,3.02
COL,100,1883,0,-9,3,0,3308,0,0.0008834,3.02
COL,100,1884,0,-9,3,0,3340,0,0.0008823,3.02
COL,100,1885,0,-9,3,0,3372,0,0.0008803,3.02
COL,100,1886,0,-9,3,0,3404,0,0.0008767,3.02
COL,100,1887,0,-9,7,0,3437,0,0.0010373,3.02
COL,100,1888,0,-9,7,0,3470,0,0.0010264,3.02
